Order ID,Order Date,Customer ID,Product ID,Quantity
KXQ-65783-528,09/07/2025,00246-15080-LE,L-D-0.5,3
TYP-85767-944,29/07/2022,51497-50894-WU,R-M-2.5,2
FUZ-30115-293,25/11/2022,54004-04664-AA,E-M-2.5,1
CCT-31166-820,24/12/2024,89757-51438-HX,E-L-0.2,2
AHR-87440-710,08/12/2023,62246-99443-HF,L-M-2.5,1
FOT-30542-679,22/06/2022,25331-13794-SB,R-D-2.5,2
JPG-48864-961,13/06/2022,17649-28133-PY,R-L-2.5,1
QGK-47480-591,18/06/2019,38539-74751-MT,L-L-1,3
XPJ-87124-230,25/11/2023,47723-84396-MT,L-D-1,2
QJW-25275-514,30/08/2019,78125-58359-HT,A-D-0.2,2
MIO-60974-493,04/06/2020,03157-23165-UB,E-L-2.5,1
SMZ-25919-619,04/12/2021,26295-44907-DK,R-D-0.2,4
VKL-63707-728,20/04/2020,80454-42225-FT,L-L-2.5,5
QCC-49831-636,27/08/2022,86144-10144-CB,L-L-2.5,2
QVV-30583-363,13/09/2022,12444-05174-OO,R-L-2.5,2
IJK-34441-720,05/04/2019,97201-58870-WB,A-M-0.5,6
SUB-13006-125,17/04/2019,26103-41504-IB,A-L-0.5,5
HTM-35271-578,22/07/2021,90392-73338-BC,R-M-0.2,1
AOF-94015-680,12/01/2023,70871-62222-WV,E-M-1,1
LWS-13938-905,18/11/2020,90533-82440-EE,A-M-2.5,6
MCG-46479-962,24/05/2020,54597-57004-QM,R-M-0.5,5
ARV-11431-169,21/03/2020,62762-19458-UY,L-D-1,1
QDH-95703-892,11/03/2019,35099-13971-JI,L-D-1,4
LEF-83057-763,15/06/2021,15395-90855-VB,L-M-0.2,5
ZVQ-26122-859,28/11/2019,77154-45038-IH,A-L-2.5,6
VTU-11324-742,26/08/2021,64918-67725-MN,A-M-2.5,4
VCB-51441-114,02/12/2019,21548-22428-EQ,E-D-0.2,2
SHV-15649-996,02/05/2021,00852-54571-WP,R-M-1,3
TFR-23191-679,16/04/2025,57976-33535-WK,R-M-0.2,4
DZT-40813-673,01/07/2021,29732-74147-HX,L-L-0.5,2
BMQ-27617-823,31/08/2024,34704-83143-KS,R-D-0.2,1
KGC-97623-936,28/09/2022,08523-01791-TI,R-L-0.2,5
SEC-91807-425,31/01/2021,94091-86957-HX,A-M-1,2
TNO-45252-183,08/05/2019,53667-91553-LT,E-L-2.5,5
YLY-35287-172,23/05/2022,69410-04668-MA,A-D-0.5,5
MAC-61782-314,17/03/2023,86783-78048-GC,A-L-0.5,1
JPE-65762-573,13/03/2022,27132-68907-RC,A-L-2.5,4
ZGQ-83354-762,25/04/2025,57976-33535-WK,A-D-2.5,5
PCK-24305-669,05/09/2024,47695-12168-YV,A-M-2.5,4
WOQ-36015-429,25/09/2021,51427-89175-QJ,A-D-0.5,6
KZR-85809-133,19/11/2020,08405-33165-BS,R-L-0.5,4
UFI-50970-234,28/02/2025,73759-17258-KA,L-M-1,2
VVP-32931-866,16/09/2024,99421-80253-UI,A-D-0.5,4
RYK-39940-643,18/05/2021,62923-29397-KX,A-L-2.5,3
CMO-48657-850,03/07/2022,20236-64364-QL,E-D-2.5,2
GSI-44109-288,29/11/2024,92926-08470-YS,R-D-0.2,2
RBC-56057-851,12/05/2024,42466-87067-DT,E-M-1,5
CTG-51104-514,23/12/2021,31114-96905-VH,A-L-2.5,3
JTT-16989-957,25/06/2025,92204-96636-BS,L-D-0.2,5
VZH-44083-371,25/05/2020,18293-78136-MN,L-M-2.5,1
GNA-38059-850,21/09/2021,16933-92380-AN,E-M-0.5,5
FKZ-62483-443,08/07/2024,21177-40725-CF,R-L-0.5,1
ZRP-79461-425,11/07/2020,37762-09530-MP,E-D-0.5,2
CCL-85930-420,02/05/2023,69037-66822-DW,R-L-0.2,1
XEM-75300-811,13/11/2024,93368-38126-EM,R-M-1,5
ODQ-61170-220,15/08/2021,67953-79896-AC,E-M-2.5,5
NQO-56966-796,20/01/2025,73346-85564-JB,A-L-2.5,3
NVT-40885-901,27/03/2019,92048-47813-QB,L-M-2.5,2
JSJ-30766-652,28/02/2021,09003-89770-JO,E-D-0.5,2
XHB-48196-590,31/07/2023,37072-54695-LS,R-M-0.5,4
TGF-38649-658,15/03/2020,67743-54817-UT,L-M-0.5,2
JZV-24303-553,10/10/2021,41252-45992-VS,E-M-2.5,1
BLA-37238-140,04/01/2021,19121-57383-WP,R-M-0.2,3
LZN-73797-421,19/06/2022,40959-32642-DN,A-L-2.5,1
IHZ-44441-665,26/06/2021,72463-75685-MV,E-L-0.2,3
MZK-79456-659,13/07/2023,99735-44927-OL,E-D-0.5,1
KRN-33817-411,10/02/2022,76005-95461-CI,E-L-0.5,3
UNV-84941-411,17/03/2019,92204-96636-BS,R-D-0.2,2
KFF-36190-930,22/07/2021,21125-22134-PX,E-D-0.5,1
RPN-78229-775,18/06/2024,50238-24377-ZS,R-M-2.5,1
PXI-40887-673,17/06/2025,50449-80974-BZ,E-D-0.2,3
HUY-96892-402,31/01/2025,94091-86957-HX,A-D-0.5,5
OZC-63050-545,03/09/2021,75977-30364-AY,L-D-2.5,1
FWY-22699-308,10/06/2022,65483-59970-ZX,R-L-0.5,5
TOF-98919-226,06/03/2025,58638-01029-CB,E-M-2.5,4
LFA-13803-736,03/11/2022,69215-90789-DL,R-D-2.5,1
MWQ-51887-554,23/06/2024,14386-41043-SW,L-L-2.5,5
FUY-80559-823,25/01/2024,14204-14186-LA,L-M-2.5,2
MIE-66743-496,11/03/2021,01811-60350-CU,E-D-0.5,2
XRU-87324-159,19/03/2023,97152-03355-IW,R-M-0.5,1
PKH-72477-485,01/09/2020,29102-40100-TZ,R-M-0.5,2
HGG-93044-543,23/05/2023,58638-01029-CB,R-L-0.5,3
QBK-54279-870,01/04/2023,20236-42322-CM,A-M-2.5,4
HCA-87224-420,04/08/2022,62682-27930-PD,E-M-0.5,5
BEN-39390-276,18/03/2020,46963-10322-ZA,E-L-0.2,5
FAD-56125-694,26/12/2024,75156-80911-YT,R-M-1,3
ILA-62815-457,25/01/2021,69171-65646-UC,A-M-0.5,2
KBM-57917-385,25/01/2023,77131-58092-GE,L-L-0.2,5
CRQ-73076-461,07/09/2022,09020-56774-GU,L-M-1,3
JGM-59056-291,20/09/2019,74226-50615-RP,L-D-2.5,4
RTE-85839-243,16/05/2024,35256-12529-FT,A-L-0.2,4
PKV-64681-704,10/06/2023,17005-82030-EA,E-L-1,1
COB-78419-586,11/07/2025,69761-61146-KD,E-L-0.2,4
HPM-67460-942,18/11/2021,53809-98498-SN,L-D-0.5,5
DRZ-35732-758,20/05/2019,26822-19510-SD,L-M-0.2,4
OLI-99041-411,31/01/2022,81861-66046-SU,R-L-0.5,4
JYP-74795-519,29/04/2024,64845-00270-NO,A-L-0.2,4
TIZ-41892-412,04/06/2025,20236-64364-QL,L-M-1,4
CSR-49870-703,13/04/2020,73759-17258-KA,E-L-2.5,5
FSJ-48533-239,28/03/2025,59480-02795-IU,L-D-0.5,3
EYM-97210-626,29/07/2022,98636-90072-YE,A-M-1,1
KEH-54136-598,01/11/2019,65223-29612-CB,R-L-0.5,3
XDN-17785-747,01/01/2021,67388-17544-XX,A-D-0.5,4
ZIU-32696-454,02/03/2021,98707-57264-LB,E-D-0.5,3
QOJ-86796-653,29/11/2022,40780-22081-LX,A-L-0.5,5
RRR-93643-814,13/09/2023,19597-91185-CM,L-M-0.2,2
RPN-90600-965,12/03/2022,92588-14671-JM,E-M-0.5,5
SVI-28805-586,22/12/2019,69781-15427-ZF,E-L-0.2,1
FJV-64053-684,22/02/2022,71034-49694-CS,A-D-1,1
WKB-49832-895,11/06/2025,94091-86957-HX,E-L-0.2,4
UMZ-58213-980,20/01/2023,08023-52962-ET,R-L-1,4
HEF-65769-761,25/09/2024,93194-30257-YP,E-L-0.2,3
NNC-31573-275,29/07/2022,84269-49816-ML,L-M-1,4
OET-13633-124,10/01/2020,26103-41504-IB,L-L-0.5,4
GDW-75289-736,26/01/2025,39181-35745-WH,A-M-0.5,1
PKR-94115-802,17/10/2019,91853-52741-LI,L-D-2.5,3
QJI-61754-131,08/02/2019,37490-01572-JW,E-D-0.2,5
FRC-59117-413,09/05/2025,67847-82662-TE,L-L-0.2,4
YAY-24682-584,26/10/2020,67953-79896-AC,E-M-1,5
YRC-55494-818,16/10/2021,49012-12987-QT,E-L-2.5,3
AXK-21854-768,04/11/2024,86437-17399-FK,L-M-2.5,5
QMT-38517-521,08/12/2020,07591-92789-UA,A-L-2.5,2
YRN-65802-920,17/10/2024,77192-72145-RG,L-L-2.5,1
QNV-13558-384,19/01/2022,45899-92796-EI,L-L-0.5,3
SSE-79350-566,22/05/2023,14782-72271-XJ,A-D-1,5
DXJ-15096-311,19/10/2021,96116-24737-LV,A-D-2.5,5
FLY-61861-950,14/10/2020,68493-99734-LP,L-L-2.5,4
PXH-44780-334,28/06/2021,74330-29286-RO,A-M-1,1
QUH-77511-661,04/06/2022,27497-46945-EP,R-D-1,5
IEB-29823-462,25/09/2020,87602-55754-VN,E-L-2.5,1
CBG-39926-620,15/07/2020,64988-20636-XQ,L-M-0.2,3
UPS-53821-434,13/04/2024,55997-93263-WI,R-D-0.5,1
OUP-46906-854,28/04/2025,46296-42617-OQ,R-D-0.5,5
JRB-83188-528,19/05/2022,38387-64959-WW,A-L-2.5,1
KLO-30792-951,16/11/2023,60221-67036-TD,E-M-2.5,4
WKW-55870-768,23/07/2022,91950-91273-JT,L-L-2.5,2
RKM-12843-806,10/06/2022,69305-10328-PZ,A-L-0.5,2
MCH-57763-302,16/01/2024,64425-63477-PK,E-D-0.2,4
ACM-72406-196,03/06/2022,71631-11462-TH,L-L-1,-1
NVN-66443-451,20/08/2021,98921-82417-GN,R-D-1,2
ICV-45581-786,12/10/2022,01841-48191-NL,L-M-2.5,4
SAG-16788-693,22/11/2021,37651-47492-NC,R-M-1,5
LYQ-14923-192,31/08/2022,59205-20324-NB,L-D-2.5,5
RRP-51647-420,18/04/2019,89292-52335-YZ,E-D-1,3
OYA-51101-905,27/04/2019,66508-21373-OQ,A-M-2.5,4
ODN-59101-967,06/06/2024,29102-40100-TZ,L-M-0.2,1
FNJ-68701-203,24/05/2023,70140-82812-KD,E-M-1,1
TFF-30594-150,26/09/2019,49401-45041-ZU,A-M-0.2,4
FVR-70462-647,24/10/2021,94526-79230-GZ,R-L-1,4
CRG-30521-423,11/04/2023,67285-75317-XI,L-L-1,4
WDI-94405-599,11/12/2022,59081-87231-VP,E-D-1,1
FNI-94880-952,27/08/2020,19485-98072-PS,R-D-1,1
JZT-13076-729,13/07/2022,84045-66771-SL,R-L-1,3
OJF-28915-654,06/01/2021,06279-72603-JE,E-M-0.2,1
GAE-73523-391,29/12/2020,13561-92774-WP,A-D-1,5
HOT-92551-295,20/07/2022,84260-39432-ML,R-L-2.5,2
FDE-99195-162,23/07/2020,23229-79220-TE,E-L-0.2,4
FPJ-41140-969,03/06/2023,64845-00270-NO,L-D-2.5,4
YVK-82679-655,07/01/2021,95342-88311-SF,R-M-0.5,4
RBN-98922-883,06/08/2021,34514-88532-BF,A-L-0.5,1
KKL-39354-723,20/03/2021,22832-98538-RB,E-D-2.5,4
ZEA-44412-148,11/03/2022,29129-60664-KO,A-L-0.2,3
URA-44243-762,06/09/2021,91654-79216-IC,L-M-2.5,5
EOI-02511-919,20/03/2020,66776-88682-RG,E-L-0.2,5
LHY-74300-509,27/08/2023,61513-27752-FA,L-L-1,3
OGZ-20454-793,18/07/2021,14398-43114-RV,L-M-0.5,5
KXN-85094-246,13/09/2019,81744-27332-RR,L-M-2.5,3
NCH-55389-562,27/04/2019,86579-92122-OC,E-L-1,1
NRK-18765-627,22/09/2023,04739-85772-QT,A-D-1,2
KJZ-30794-789,08/11/2020,47011-57815-HJ,R-M-2.5,5
MUO-79461-989,14/02/2020,94278-27169-QC,A-D-2.5,5
NEX-63825-598,22/02/2020,72072-33025-SD,R-L-0.5,2
GMX-95544-288,11/11/2024,87223-37422-SK,E-L-0.2,0
MGS-82323-686,08/11/2023,99421-80253-UI,R-M-0.5,5
HCV-31096-577,21/08/2023,64439-27325-LG,A-L-2.5,1
ITR-51767-309,11/07/2024,51971-70393-QM,R-M-2.5,4
GUG-96668-463,26/06/2025,34538-81275-DC,R-M-0.5,3
NLI-62533-604,16/02/2025,20077-67239-EC,A-D-0.2,4
FWH-73246-822,23/08/2020,65732-22589-OW,A-L-2.5,4
QWF-60711-431,25/01/2020,17649-28133-PY,E-M-0.5,1
UPI-99232-709,21/11/2023,13736-92418-JS,E-M-0.2,3
ETY-40384-802,02/11/2021,43155-71724-XP,R-L-1,1
WAI-89905-069,21/02/2022,47011-57815-HJ,A-L-0.5,3
SEN-88787-256,23/06/2023,34538-81275-DC,L-D-0.2,5
OQD-60422-672,14/07/2020,44494-89923-UW,A-L-1,1
NFI-20994-982,13/04/2022,36572-91896-PP,E-D-0.5,3
POI-48641-748,06/05/2019,84045-66771-SL,L-L-0.2,1
LOO-35324-159,19/05/2020,68412-11126-YJ,A-L-0.2,4
TSF-83646-186,23/12/2022,83731-53280-YC,E-D-2.5,3
NRY-94804-579,12/01/2020,43074-00987-PB,E-L-0.2,2
OAO-66783-657,17/12/2024,68044-89277-ML,E-D-2.5,5
EFC-40600-430,23/04/2024,24845-36117-TI,L-D-1,1
WSZ-30637-221,11/11/2019,53035-99701-WG,L-L-0.5,5
NGE-34044-781,27/08/2021,52316-30571-GD,L-L-0.5,1
NJM-68789-528,10/07/2024,61600-55136-UM,E-M-0.2,1
OSG-13840-610,15/05/2023,54826-74537-ST,L-M-1,3
VQG-76726-368,24/10/2022,36192-07175-XC,R-M-0.2,4
ZOU-36741-325,17/02/2025,40946-22090-FP,R-D-0.5,5
OQA-42628-940,20/04/2025,08350-81623-TF,L-M-1,3
FWX-94453-180,07/03/2021,06062-66586-TK,L-D-0.5,2
TBT-36615-221,07/12/2021,29581-13303-VB,R-M-2.5,4
WIQ-98507-778,07/09/2022,75508-10427-EW,A-L-0.2,5
DAV-52184-851,23/07/2019,78224-60622-KH,R-L-0.5,5
YXO-57891-830,02/07/2022,93832-04799-ID,E-D-0.2,2
QOR-62942-513,25/06/2025,65732-22589-OW,L-D-1,4
DKM-97676-850,02/06/2020,43439-94003-DW,E-D-0.5,5
EAX-36807-485,02/02/2019,27132-68907-RC,R-L-0.2,4
DPK-23786-541,26/10/2022,51208-25904-ZE,L-L-2.5,5
VLP-39437-152,26/09/2019,54387-64897-XC,L-L-2.5,1
ASL-82887-255,11/06/2023,62863-81239-DT,L-D-0.5,1
MPX-25665-743,13/06/2025,51497-50894-WU,E-M-1,3
MXA-73505-109,03/06/2019,16809-16936-WF,L-M-2.5,2
PNR-94797-570,10/04/2019,48873-84433-PN,R-D-1,2
XQA-10564-107,21/12/2020,37072-54695-LS,L-M-1,2
QPN-28238-984,01/07/2024,87979-56781-YV,L-D-1,2
RHY-44032-265,10/08/2019,21141-12455-VB,L-L-0.5,4
UJQ-54441-340,30/07/2019,26822-19510-SD,E-M-0.2,2
DXI-21799-368,16/07/2019,63210-33096-PB,R-M-2.5,2
ZYO-97087-217,23/12/2024,01474-63436-TP,E-L-1,2
SAY-29253-401,13/06/2019,34514-88532-BF,L-L-0.5,3
RXE-68020-557,01/11/2024,69981-85767-RP,E-M-2.5,5
MNL-65863-882,23/11/2024,68814-43743-OC,E-M-0.2,1
UZO-83976-602,23/11/2024,49025-55959-YC,E-L-2.5,2
ESK-76865-733,14/06/2025,32481-61533-ZJ,R-M-0.2,5
SIF-16687-233,31/01/2022,33561-66303-CL,L-L-1,3
SFU-17652-403,15/11/2020,54597-57004-QM,E-D-0.2,2
SFX-58310-786,14/04/2025,28476-04082-GR,A-M-0.5,2
JBQ-93412-846,27/04/2022,69037-66822-DW,E-L-2.5,4
MKJ-75498-948,01/08/2023,35256-12529-FT,R-D-0.2,2
XXZ-35012-504,06/06/2020,06631-86965-XP,R-L-2.5,1
YCC-75211-280,04/03/2023,14888-85625-TM,R-L-2.5,1
QHH-60415-581,20/02/2025,40356-45152-AG,L-L-0.5,2
IRO-49544-237,12/07/2025,78661-52235-WG,R-L-2.5,5
BUY-34158-671,05/05/2019,99021-24784-MS,L-D-1,1
BGK-22622-180,28/12/2019,53631-24432-SY,R-M-0.2,3
OKK-29834-719,25/05/2024,96503-31833-CW,A-M-2.5,1
RHK-36225-989,12/05/2023,45638-60516-TL,R-L-0.2,5
AQX-93806-540,16/10/2020,11204-99112-CQ,E-L-2.5,5
GQE-58280-913,23/04/2022,29808-89098-XD,A-L-0.2,4
IKP-39708-335,13/09/2024,11664-43119-GV,A-L-0.5,2
AGP-37013-922,25/02/2020,49667-96708-JL,A-D-2.5,1
TVF-57766-608,10/03/2020,88420-46464-XE,L-D-0.5,1
WES-89860-923,15/01/2020,17088-16989-PL,A-D-1,5
MIU-01481-194,21/07/2019,08439-55669-AI,R-M-1,6
NAR-94629-492,11/05/2023,90985-89807-RW,R-D-2.5,2
ROB-87112-306,22/05/2023,39582-35773-ZJ,R-D-2.5,1
KRJ-97242-971,30/03/2021,41191-35233-SG,R-M-2.5,5
MQU-86100-929,04/06/2019,64418-01720-VW,L-L-0.5,4
CVR-14091-802,25/05/2024,40269-48690-RR,L-L-1,3
WRP-82526-316,24/09/2020,16106-36039-QS,E-L-0.2,4
CIJ-98103-694,06/11/2020,98870-47445-GI,A-L-0.2,5
RKJ-76409-875,14/02/2022,61437-83623-PZ,L-L-0.2,3
PCJ-37327-526,08/01/2020,33521-23308-NU,L-D-0.5,3
SPP-91689-524,07/06/2019,06279-72603-JE,E-D-1,5
UQH-40416-254,10/04/2019,21851-21270-DU,A-L-0.2,2
RQY-83943-257,09/02/2024,99358-65399-TC,E-D-0.5,1
IRZ-34954-107,10/04/2023,49530-25460-RW,L-L-1,3
JQH-14371-587,17/04/2025,07476-13102-NJ,L-L-0.2,4
UBQ-20001-215,08/05/2021,21125-22134-PX,E-M-1,3
CDS-70430-208,14/10/2023,77043-48851-HG,L-M-1,2
SID-79201-723,16/08/2020,18082-74419-QH,A-M-1,5
JRN-31552-909,08/12/2021,54597-57004-QM,E-L-1,1
HDG-36636-545,04/02/2019,80444-58185-FX,A-M-0.5,1
PUB-35410-327,04/06/2019,14158-30713-OB,A-L-0.2,1
OTB-52151-109,07/09/2021,06624-75300-AR,R-L-0.2,5
CMJ-13875-708,01/01/2022,13549-65017-VE,E-L-2.5,5
LXF-45400-939,18/07/2025,31715-98714-OO,A-M-2.5,5
RJZ-76424-594,15/07/2019,27132-68907-RC,A-M-0.2,3
QMG-95139-271,08/02/2022,01282-28364-RZ,E-D-0.2,5
BQC-36471-185,20/12/2020,93812-74772-MV,R-L-0.5,4
TEW-74852-906,03/06/2019,08934-65581-ZI,L-L-1,4
PUR-68944-308,18/09/2022,52374-27313-IV,A-D-0.2,2
FRC-72542-488,26/02/2020,13561-92774-WP,E-M-2.5,2
OOJ-15649-265,29/04/2023,74552-35067-YR,E-L-2.5,4
EOR-97275-153,22/02/2020,08934-65581-ZI,A-D-0.5,5
OOU-61343-455,15/01/2021,90123-70970-NY,A-M-1,2
WSP-66314-723,10/12/2023,75006-89922-VW,R-L-1,1
JNQ-97013-710,28/10/2019,48675-07824-HJ,R-M-2.5,4
MSK-33695-324,09/01/2021,60944-83014-PD,R-M-0.5,2
TYT-93697-308,09/07/2024,45865-67620-PK,R-L-1,2
UTA-27881-411,13/04/2021,73346-85564-JB,A-L-0.5,4
ZEX-91655-231,04/12/2024,79436-73011-MM,L-M-2.5,2
QUR-71072-781,21/09/2022,86504-96610-BH,E-M-2.5,4
EGM-64759-282,21/07/2020,37445-17791-NQ,L-D-2.5,3
ZJN-78644-765,12/12/2024,64439-27325-LG,E-D-2.5,2
XIR-88982-743,10/07/2021,00852-54571-WP,E-M-0.2,2
HFT-77191-168,04/11/2021,48419-02347-XP,R-D-0.2,2
DIS-80639-345,21/11/2022,35099-13971-JI,L-L-0.2,5
WWD-40266-284,27/05/2020,45666-86771-EH,L-D-0.5,2
VQF-76209-607,19/08/2020,90392-73338-BC,L-D-0.2,5
FJU-84657-514,20/08/2022,41486-52502-QQ,A-L-1,2
BWS-48627-187,12/07/2019,19821-05175-WZ,L-M-2.5,1
EDD-48891-879,01/06/2021,97655-45555-LI,L-L-1,2
YHV-68700-050,11/09/2019,26333-67911-OL,R-M-0.5,5
KEN-37628-844,10/06/2022,73564-98204-EY,A-D-0.2,3
RLT-64985-743,19/01/2024,07972-83134-NM,L-M-0.5,4
BHT-59632-711,30/06/2023,67285-75317-XI,R-M-0.2,2
MQK-24975-860,09/06/2025,76005-95461-CI,E-M-1,1
PSS-22466-862,21/05/2021,11550-78378-GE,R-L-0.2,4
HZU-51640-612,10/12/2020,37191-12203-MX,E-D-1,4
RCA-67846-821,17/02/2024,82246-82543-DW,A-L-2.5,2
TWZ-70240-616,12/09/2023,96112-42558-EA,A-D-1,1
ERY-72960-733,25/12/2024,67388-17544-XX,E-L-1,5
NQZ-82067-394,25/03/2022,72320-29738-EB,R-L-2.5,1
ZTX-86613-777,06/02/2021,47268-50127-XY,R-L-2.5,4
IOQ-84840-827,12/11/2019,32038-81174-JF,A-M-1,6
YMN-18570-359,19/03/2022,80541-38332-BP,A-L-1,2
CPM-14658-665,04/02/2022,59361-00606-CU,R-D-0.5,4
UCZ-59708-525,04/03/2022,05501-86351-NX,L-D-2.5,3
XNO-35030-719,12/02/2019,69958-32065-SW,E-M-2.5,4
QSX-79071-817,01/01/2023,75419-92838-TI,R-M-1,4
JON-49398-588,14/06/2024,59971-35626-YJ,L-L-0.5,5
HKH-85753-789,10/12/2019,85221-22028-LQ,L-D-2.5,2
ESR-27086-258,15/09/2021,76058-54194-IG,L-M-0.5,5
FVV-75700-005,20/11/2020,24891-77957-LU,E-D-0.5,3
KXX-31312-870,25/04/2019,20145-12449-BQ,E-M-0.2,1
CCH-26706-432,01/07/2020,94621-24007-OO,L-L-1,4
BRS-79348-867,19/02/2023,96503-31833-CW,E-D-2.5,5
BKK-47233-845,08/03/2021,76239-90137-UQ,A-D-1,4
GBS-78712-920,22/05/2023,77719-61352-CR,A-D-0.2,1
